filmid,title,runtime,genre,director,actors,language,country,imdbRating,metascore,imdbVotes,Worlwide boxoffice,budget,ROI,year,winner,category
tt4239726,Tanna,104 min,Adventure,"Martin Butler, Bentley Dean","Mungau Dain, Marie Wawa, Marceline Rofit",Aboriginal,Australia,6.9,75,"4,726",102300,0.0,inf,2016,no,foreign language film
tt4048272,Toni Erdmann,162 min,Comedy,Maren Ade,"Sandra Hüller, Peter Simonischek, Michael Wittenborn","French, German, English, Romanian",Germany,7.3,93,"52,959",12002864,0.0,inf,2016,no,foreign language film
tt2543164,Arrival,116 min,Drama,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker","English, Mandarin, Russian",United States,7.9,81,"810,200",212758656,47000000.0,3.53,2016,no,best picture
tt2671706,Fences,139 min,Drama,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson",English,United States,7.2,79,"121,705",64414761,24000000.0,1.68,2016,no,best picture
tt2119532,Hacksaw Ridge,139 min,Biography,Mel Gibson,"Andrew Garfield, Sam Worthington, Luke Bracey","English, Japanese",United States,8.1,71,"630,865",180563636,40000000.0,3.51,2016,no,best picture
tt2582782,Hell or High Water,102 min,Crime,David Mackenzie,"Chris Pine, Ben Foster, Jeff Bridges",English,United States,7.6,88,"261,534",37999675,12000000.0,2.17,2016,no,best picture
tt4846340,Hidden Figures,127 min,Biography,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe",English,United States,7.8,74,"273,146",235957472,25000000.0,8.44,2016,no,best picture
tt3783958,La La Land,128 min,Comedy,Damien Chazelle,"Ryan Gosling, Emma Stone, Rosemarie DeWitt","English, Cantonese",United States,8.0,94,"717,993",509183536,30000000.0,15.97,2016,no,best picture
tt3741834,Lion,118 min,Biography,Garth Davis,"Dev Patel, Nicole Kidman, Rooney Mara","English, Hindi, Bengali",United Kingdom,8.0,69,"259,362",140853810,12000000.0,10.74,2016,no,best picture
tt4034228,Manchester by the Sea,137 min,Drama,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler",English,United States,7.8,96,"327,412",78988148,8500000.0,8.29,2016,no,best picture
tt4975722,Moonlight,111 min,Drama,Barry Jenkins,"Mahershala Ali, Naomie Harris, Trevante Rhodes",English,United States,7.4,99,"341,149",65172611,0.0,inf,2016,yes,best picture
tt3874544,The Boss Baby,97 min,Animation,Tom McGrath,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel","English, Spanish",United States,6.3,50,"148,134",527965936,125000000.0,3.22,2017,no,animated feature film
tt3901826,The Breadwinner,94 min,Animation,Nora Twomey,"Saara Chaudry, Soma Chhaya, Noorin Gulamgaus",English,Ireland,7.7,78,"29,181",2790214,0.0,inf,2017,no,animated feature film
tt2380307,Coco,105 min,Animation,"Lee Unkrich, Adrian Molina","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt","English, Spanish",United States,8.4,81,"645,660",814641172,175000000.0,3.66,2017,yes,animated feature film
tt3411444,Ferdinand,108 min,Animation,Carlos Saldanha,"John Cena, Kate McKinnon, Bobby Cannavale","English, Spanish, German",United States,6.7,58,"67,904",296069199,111000000.0,1.67,2017,no,animated feature film
tt3262342,Loving Vincent,94 min,Animation,"DK Welchman, Hugh Welchman","Douglas Booth, Jerome Flynn, Robert Gulaczyk",English,Poland,7.8,62,"64,902",42187665,5500000.0,6.67,2017,no,animated feature film
tt5639354,A Fantastic Woman,104 min,Drama,Sebastián Lelio,"Daniela Vega, Francisco Reyes, Luis Gnecco","Spanish, Chinese",Chile,7.2,81,"28,004",3839364,2000000.0,0.92,2017,yes,foreign language film
tt7048622,The Insult,113 min,Crime,Ziad Doueiri,"Adel Karam, Kamel El Basha, Camille Salameh",Arabic,France,7.6,72,"18,373",3666268,4000000.0,-0.08,2017,no,foreign language film
tt6304162,Loveless,127 min,Drama,Andrey Zvyagintsev,"Maryana Spivak, Aleksey Rozin, Matvey Novikov","Russian, Portuguese, Uzbek",Russia,7.6,86,"36,338",3928358,5000000.0,-0.21,2017,no,foreign language film
tt5607714,On Body and Soul,116 min,Drama,Ildikó Enyedi,"Alexandra Borbély, Géza Morcsányi, Réka Tenki",Hungarian,Hungary,7.5,77,"30,806",2132634,3000000.0,-0.29,2017,no,foreign language film
tt4995790,The Square,151 min,Comedy,Ruben Östlund,"Claes Bang, Elisabeth Moss, Dominic West","Swedish, English, Danish",Sweden,7.1,73,"79,423",8588030,10000000.0,-0.14,2017,no,foreign language film
tt5726616,Call Me by Your Name,132 min,Drama,Luca Guadagnino,"Timothée Chalamet, Armie Hammer, Michael Stuhlbarg","English, Italian, French, German, Hebrew",Brazil,7.8,94,"333,865",67446279,3500000.0,18.27,2017,no,best picture
tt4555426,Darkest Hour,125 min,Drama,Joe Wright,"Gary Oldman, Lily James, Kristin Scott Thomas","English, French, German, Italian",United Kingdom,7.4,75,"228,237",150847274,30000000.0,4.03,2017,no,best picture
tt5013056,Dunkirk,106 min,Action,Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance","English, French, German",United Kingdom,7.8,94,"765,975",533696799,150000000.0,2.56,2017,no,best picture
tt5052448,Get Out,104 min,Horror,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford","English, Swahili",United States,7.8,85,"758,140",255751443,5000000.0,50.15,2017,no,best picture
tt4925292,Lady Bird,94 min,Comedy,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts","English, Spanish",United States,7.4,93,"349,400",78987280,10000000.0,6.9,2017,no,best picture
tt5776858,Phantom Thread,130 min,Drama,Paul Thomas Anderson,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville","English, French",United States,7.4,90,"150,681",52204454,35000000.0,0.49,2017,no,best picture
tt6294822,The Post,116 min,Biography,Steven Spielberg,"Meryl Streep, Tom Hanks, Sarah Paulson",English,United States,7.2,83,"165,772",193764664,50000000.0,2.88,2017,no,best picture
tt5580390,The Shape of Water,123 min,Drama,Guillermo del Toro,"Sally Hawkins, Octavia Spencer, Michael Shannon","English, American Sign , Russian, French",United States,7.3,87,"459,967",195243464,19500000.0,9.01,2017,yes,best picture
tt5027774,"Three Billboards Outside Ebbing, Missouri",115 min,Comedy,Martin McDonagh,"Frances McDormand, Woody Harrelson, Sam Rockwell",English,United Kingdom,8.1,88,"574,280",162729321,12000000.0,12.56,2017,no,best picture
tt3606756,Incredibles 2,118 min,Animation,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell",English,United States,7.5,80,"348,349",1243225667,200000000.0,5.22,2018,no,animated feature film
tt5104604,Isle of Dogs,101 min,Animation,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton","English, Japanese",United Kingdom,7.8,82,"199,660",64659098,0.0,inf,2018,no,animated feature film
tt6900448,Mirai,98 min,Animation,Mamoru Hosoda,"Rebecca Hall, Daniel Dae Kim, Kôji Yakusho","Japanese, English",Japan,7.0,81,"18,743",28756961,9000000.0,2.2,2018,no,animated feature film
tt5848272,Ralph Breaks the Internet,112 min,Animation,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Gal Gadot",English,United States,7.0,71,"194,435",529323962,175000000.0,2.02,2018,no,animated feature film
tt4633694,Spider-Man: Into the Spider-Verse,117 min,Animation,"Bob Persichetti, Peter Ramsey, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","English, Spanish",Canada,8.4,87,"727,185",393602435,90000000.0,3.37,2018,yes,animated feature film
tt8267604,Capernaum,126 min,Drama,Nadine Labaki,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole","Arabic, Amharic",Lebanon,8.4,75,"115,409",64417003,4000000.0,15.1,2018,no,foreign language film
tt6543652,Cold War,89 min,Drama,Pawel Pawlikowski,"Joanna Kulig, Tomasz Kot, Borys Szyc","Polish, French, Croatian, German, Russian, Serbian, Italian",Poland,7.5,90,"63,597",20484802,0.0,inf,2018,no,foreign language film
tt5311542,Never Look Away,189 min,Biography,Florian Henckel von Donnersmarck,"Tom Schilling, Sebastian Koch, Paula Beer","German, Russian",Germany,7.7,68,"26,792",6193234,30000000.0,-0.79,2018,no,foreign language film
tt6155172,Roma,135 min,Drama,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey","Spanish, Mixtec, English, Japanese, German, French, Norwegian",Mexico,7.7,96,"173,699",1140769,15000000.0,-0.92,2018,yes,foreign language film
tt6155172,Roma,135 min,Drama,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey","Spanish, Mixtec, English, Japanese, German, French, Norwegian",Mexico,7.7,96,"173,699",1140769,15000000.0,-0.92,2018,no,best picture
tt8075192,Shoplifters,121 min,Crime,Hirokazu Koreeda,"Lily Franky, Sakura Andô, Kirin Kiki",Japanese,Japan,7.9,93,"89,783",67999348,3000000.0,21.67,2018,no,foreign language film
tt1825683,Black Panther,134 min,Action,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o","English, Swahili, Nama, Xhosa, Korean",United States,7.3,88,"870,736",1349926083,200000000.0,5.75,2018,no,best picture
tt7349662,BlacKkKlansman,135 min,Biography,Spike Lee,"John David Washington, Adam Driver, Laura Harrier",English,United States,7.5,83,"300,208",93413709,15000000.0,5.23,2018,no,best picture
tt1727824,Bohemian Rhapsody,134 min,Biography,Bryan Singer,"Rami Malek, Lucy Boynton, Gwilym Lee","English, British Sign ",United Kingdom,7.9,49,"618,782",910813521,52000000.0,16.52,2018,no,best picture
tt5083738,The Favourite,119 min,Biography,Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz",English,Ireland,7.5,91,"247,322",95918706,15000000.0,5.39,2018,no,best picture
tt6966692,Green Book,130 min,Biography,Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini","English, Italian, Russian, German",United States,8.2,69,"624,774",321752656,23000000.0,12.99,2018,yes,best picture
tt1517451,A Star Is Born,136 min,Drama,Bradley Cooper,"Lady Gaga, Bradley Cooper, Sam Elliott","English, French",United States,7.6,88,"430,265",436433122,36000000.0,11.12,2018,no,best picture
tt6266538,Vice,132 min,Biography,Adam McKay,"Christian Bale, Amy Adams, Steve Carell","English, Arabic",United States,7.2,61,"169,094",76073488,0.0,inf,2018,no,best picture
tt2386490,How to Train Your Dragon: The Hidden World,104 min,Animation,Dean DeBlois,"Jay Baruchel, America Ferrera, F. Murray Abraham",English,United States,7.4,71,"162,927",539987993,129000000.0,3.19,2019,no,animated feature film
tt9806192,I Lost My Body,81 min,Animation,Jérémy Clapin,"Hakim Faris, Victoire Du Bois, Patrick d'Assumçao",French,France,7.5,81,"37,311",1136431,6000000.0,-0.81,2019,no,animated feature film
tt4729430,Klaus,96 min,Animation,"Sergio Pablos, Carlos Martínez López","Jason Schwartzman, J.K. Simmons, Rashida Jones","English, Saami",Spain,8.2,65,"213,749",0,40000000.0,-1.0,2019,no,animated feature film
tt6348138,Missing Link,93 min,Animation,Chris Butler,"Hugh Jackman, David Walliams, Stephen Fry","English, Spanish, Tibetan",United States,6.7,68,"29,773",26565710,100000000.0,-0.73,2019,no,animated feature film
tt1979376,Toy Story 4,100 min,Animation,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts",English,United States,7.6,84,"295,159",1073841394,200000000.0,4.37,2019,yes,animated feature film
tt8649186,Corpus Christi,115 min,Drama,Jan Komasa,"Bartosz Bielenia, Aleksandra Konieczna, Eliza Rycembel",Polish,Poland,7.7,77,"22,669",9943901,0.0,inf,2019,no,international feature film
tt8991268,Honeyland,89 min,Documentary,"Tamara Kotevska, Ljubomir Stefanov","Hatidze Muratova, Nazife Muratova, Hussein Sam","Serbo-Croatian, Serbian, Croatian, Turkish, Macedonian, Bosnian",North Macedonia,8.0,85,"19,657",1314260,500.0,2627.52,2019,no,international feature film
tt10199590,Les Misérables,104 min,Crime,Ladj Ly,"Damien Bonnard, Alexis Manenti, Djebril Zonga","French, Bambara",France,7.6,78,"29,146",54606372,61000000.0,-0.1,2019,no,international feature film
tt8291806,Pain and Glory,113 min,Drama,Pedro Almodóvar,"Antonio Banderas, Asier Etxeandia, Leonardo Sbaraglia",Spanish,Spain,7.5,87,"65,425",37359689,11000000.0,2.4,2019,no,international feature film
tt6751668,Parasite,132 min,Drama,Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","Korean, English",South Korea,8.5,97,"1,058,893",262616458,11400000.0,22.04,2019,yes,international feature film
tt6751668,Parasite,132 min,Drama,Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","Korean, English",South Korea,8.5,97,"1,058,893",262616458,11400000.0,22.04,2019,yes,best picture
tt1950186,Ford v Ferrari,152 min,Action,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal","English, Italian, French, Japanese",United States,8.1,81,"511,816",226299480,97600000.0,1.32,2019,no,best picture
tt1302006,The Irishman,209 min,Biography,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci","English, Italian, Latin, Spanish, German",United States,7.8,94,"452,725",968853,160000000.0,-0.99,2019,no,best picture
tt2584384,Jojo Rabbit,108 min,Comedy,Taika Waititi,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson","English, German",Czech Republic,7.9,58,"463,306",93694707,14000000.0,5.69,2019,no,best picture
tt7286456,Joker,122 min,Crime,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz","English, German",United States,8.3,59,"1,601,600",1078958629,0.0,inf,2019,no,best picture
tt3281548,Little Women,135 min,Drama,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh","English, French",United States,7.8,91,"265,900",332103783,15000000.0,21.14,2019,no,best picture
tt7653254,Marriage Story,137 min,Drama,Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer","English, Spanish",United Kingdom,7.9,94,"358,019",333686,18000000.0,-0.98,2019,no,best picture
tt8579674,1917,119 min,Action,Sam Mendes,"Dean-Charles Chapman, George MacKay, Daniel Mays","English, French, German",United Kingdom,8.2,78,"725,123",446064352,95000000.0,3.7,2019,no,best picture
tt7131622,Once Upon a Time... in Hollywood,161 min,Comedy,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie","English, Italian, Spanish, German",United States,7.6,84,"898,601",392105159,90000000.0,3.36,2019,no,best picture
tt7146812,Onward,102 min,Animation,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus",English,United States,7.4,61,"177,113",141940042,200000000.0,-0.29,2020,no,animated feature film
tt7488208,Over the Moon,95 min,Animation,"Glen Keane, John Kahrs","Glen Keane, Brycen Hall, Ruthie Ann Miles",English,China,6.3,60,"25,783",0,38000000.0,-1.0,2020,no,animated feature film
tt6193408,A Shaun the Sheep Movie: Farmageddon,86 min,Animation,"Will Becher, Richard Phelan","Justin Fletcher, John Sparkes, Amalia Vitale",English,United Kingdom,6.8,79,"16,356",43133089,25000000.0,0.73,2020,no,animated feature film
tt2948372,Soul,100 min,Animation,"Pete Docter, Kemp Powers","Jamie Foxx, Tina Fey, Graham Norton","English, Korean, Inuktitut",United States,8.0,83,"407,528",121977511,150000000.0,-0.19,2020,yes,animated feature film
tt5198068,Wolfwalkers,103 min,Animation,"Tomm Moore, Ross Stewart","Honor Kneafsey, Eva Whittaker, Sean Bean","English, Irish Gaelic",Ireland,8.0,87,"41,880",1310720,10000000.0,-0.87,2020,no,animated feature film
tt10288566,Another Round,117 min,Drama,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang","Danish, Swedish, French, English, Russian",Denmark,7.7,79,"206,926",12745392,4000000.0,2.19,2020,yes,international feature film
tt9586294,Better Days,135 min,Crime,Derek Tsang,"Dongyu Zhou, Jackson Yee, Fang Yin","Mandarin, English",Hong Kong,7.6,83,"15,299",227313644,9000000.0,24.26,2020,no,international feature film
tt10706602,Collective,109 min,Documentary,Alexander Nanau,"Dan Alexandru Condrea, Liviu Iolu, Razvan Lutac","Romanian, English",Romania,8.1,95,"13,684",200041,1000000.0,-0.8,2020,no,international feature film
tt10360862,The Man Who Sold His Skin,104 min,Drama,Kaouther Ben Hania,"Yahya Mahayni, Dea Liane, Koen De Bouw","Arabic, English, French, Flemish",Tunisia,6.9,64,"7,358",227290,1500000.0,-0.85,2020,no,international feature film
tt8633462,"Quo Vadis, Aida?",101 min,Drama,Jasmila Zbanic,"Jasna Djuricic, Izudin Bajrovic, Boris Ler","Serbo-Croatian, Bosnian, English, Dutch, Serbian",Bosnia and Herzegovina,8.0,97,"40,198",813253,2300000.0,-0.65,2020,no,international feature film
tt10272386,The Father,97 min,Drama,Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss",English,United Kingdom,8.2,88,"211,445",24048935,6000000.0,3.01,2020,no,best picture
tt9784798,Judas and the Black Messiah,126 min,Biography,Shaka King,"LaKeith Stanfield, Daniel Kaluuya, Jesse Plemons",English,United States,7.4,84,"94,432",7478009,26000000.0,-0.71,2020,no,best picture
tt10618286,Mank,131 min,Biography,David Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins","English, German, Latin",United States,6.8,79,"84,608",0,0.0,,2020,no,best picture
tt10633456,Minari,115 min,Drama,Lee Isaac Chung,"Steven Yeun, Han Ye-ri, Alan Kim","Korean, English",United States,7.4,89,"101,764",15288578,2000000.0,6.64,2020,no,best picture
tt9770150,Nomadland,107 min,Drama,Chloé Zhao,"Frances McDormand, David Strathairn, Linda May",English,United States,7.3,87,"189,601",39458207,5000000.0,6.89,2020,yes,best picture
tt9620292,Promising Young Woman,113 min,Crime,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie",English,United Kingdom,7.5,72,"224,400",18854166,0.0,inf,2020,no,best picture
tt5363618,Sound of Metal,120 min,Drama,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci","English, American Sign , French, Persian",United States,7.7,82,"157,577",516520,5400000.0,-0.9,2020,no,best picture
tt1070874,The Trial of the Chicago 7,129 min,Drama,Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen","English, Latin, French",United States,7.7,76,"198,007",0,35000000.0,-1.0,2020,no,best picture
tt2953050,Encanto,102 min,Animation,"Jared Bush, Byron Howard, Charise Castro Smith","Stephanie Beatriz, María Cecilia Botero, John Leguizamo","English, Spanish",United States,7.2,75,"280,799",261284192,120000000.0,1.18,2021,yes,animated feature film
tt8430054,Flee,89 min,Documentary,Jonas Poher Rasmussen,"Daniel Karimyar, Fardin Mijdzadeh, Milad Eskandari","Spanish, Danish, English, Dari, Russian, Swedish",Denmark,7.9,91,"20,187",711676,3000000.0,-0.76,2021,no,animated feature film
tt8430054,Flee,89 min,Documentary,Jonas Poher Rasmussen,"Daniel Karimyar, Fardin Mijdzadeh, Milad Eskandari","Spanish, Danish, English, Dari, Russian, Swedish",Denmark,7.9,91,"20,187",711676,3000000.0,-0.76,2021,no,international feature film
tt12801262,Luca,95 min,Animation,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman","English, Italian",United States,7.4,71,"206,563",51074773,50000000.0,0.02,2021,no,animated feature film
tt7979580,The Mitchells vs. the Machines,114 min,Animation,"Michael Rianda, Jeff Rowe","Abbi Jacobson, Danny McBride, Maya Rudolph",English,United States,7.6,81,"132,243",0,85000000.0,-1.0,2021,no,animated feature film
tt5109280,Raya and the Last Dragon,107 min,Animation,"Don Hall, Carlos López Estrada, Paul Briggs","Kelly Marie Tran, Awkwafina, Gemma Chan",English,United States,7.3,74,"179,360",130423032,0.0,inf,2021,no,animated feature film
tt14039582,Drive My Car,179 min,Drama,Ryûsuke Hamaguchi,"Hidetoshi Nishijima, Tôko Miura, Reika Kirishima","Japanese, English, Korean Sign , Korean, Mandarin, Tagalog, Indonesian, German, Malay",Japan,7.5,91,"71,528",15357339,2000000.0,6.68,2021,yes,international feature film
tt14039582,Drive My Car,179 min,Drama,Ryûsuke Hamaguchi,"Hidetoshi Nishijima, Tôko Miura, Reika Kirishima","Japanese, English, Korean Sign , Korean, Mandarin, Tagalog, Indonesian, German, Malay",Japan,7.5,91,"71,528",15357339,2000000.0,6.68,2021,no,best picture
tt12680684,The Hand of God,130 min,Drama,Paolo Sorrentino,"Filippo Scotti, Toni Servillo, Teresa Saponangelo","Italian, Neapolitan",Italy,7.3,76,"52,100",167909,5000000.0,-0.97,2021,no,international feature film
tt10189300,Lunana: A Yak in the Classroom,110 min,Drama,Pawo Choyning Dorji,"Sherab Dorji, Ugyen Norbu Lhendup, Kelden Lhamo Gurung","Dzongkha, English",Bhutan,7.5,76,"7,304",1990014,200.0,9949.07,2021,no,international feature film
tt10370710,The Worst Person in the World,128 min,Comedy,Joachim Trier,"Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum",Norwegian,Norway,7.7,91,"110,779",12687507,5000000.0,1.54,2021,no,international feature film
tt12789558,Belfast,98 min,Biography,Kenneth Branagh,"Jude Hill, Lewis McAskie, Caitríona Balfe",English,United Kingdom,7.2,75,"96,559",49158709,20000000.0,1.46,2021,no,best picture
tt10366460,CODA,111 min,Comedy,Sian Heder,"Emilia Jones, Marlee Matlin, Troy Kotsur","American Sign , English",France,8.0,72,"177,380",1905058,10000000.0,-0.81,2021,yes,best picture
tt11286314,Don't Look Up,138 min,Comedy,Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep",English,United States,7.2,49,"639,219",791863,0.0,inf,2021,no,best picture
tt1160419,Dune: Part One,155 min,Action,Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Zendaya","English, Mandarin",United States,8.0,74,"951,653",410668018,165000000.0,1.49,2021,no,best picture
tt9620288,King Richard,144 min,Biography,Reinaldo Marcus Green,"Will Smith, Aunjanue Ellis-Taylor, Jon Bernthal","English, Spanish",United States,7.5,76,"145,812",39529285,50000000.0,-0.21,2021,no,best picture
tt11271038,Licorice Pizza,133 min,Comedy,Paul Thomas Anderson,"Alana Haim, Cooper Hoffman, Sean Penn","English, Japanese, Spanish",United States,7.1,90,"147,992",33276075,40000000.0,-0.17,2021,no,best picture
tt7740496,Nightmare Alley,150 min,Crime,Guillermo del Toro,"Bradley Cooper, Cate Blanchett, Toni Collette","English, French",United States,7.0,70,"175,050",39629195,60000000.0,-0.34,2021,no,best picture
tt10293406,The Power of the Dog,126 min,Drama,Jane Campion,"Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons","English, Shoshoni, Italian, French",New Zealand,6.8,89,"199,853",271009,39000000.0,-0.99,2021,no,best picture
tt3581652,West Side Story,156 min,Crime,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Ariana DeBose","English, Spanish",United States,7.1,85,"98,656",76016171,6000000.0,11.67,2021,no,best picture
tt1488589,Guillermo del Toro's Pinocchio,117 min,Animation,"Guillermo del Toro, Mark Gustafson","Ewan McGregor, David Bradley, Gregory Mann","English, Italian",United States,7.6,79,"119,622",109846,35000000.0,-1.0,2022,yes,animated feature film
tt15339456,Marcel the Shell with Shoes On,90 min,Animation,Dean Fleischer Camp,"Jenny Slate, Dean Fleischer Camp, Isabella Rossellini",English,United States,7.6,80,"31,513",6909209,6300000.0,0.1,2022,no,animated feature film
tt3915174,Puss in Boots: The Last Wish,102 min,Animation,"Joel Crawford, Januel Mercado","Antonio Banderas, Salma Hayek, Harvey Guillén","English, Spanish",United States,7.8,73,"202,212",480466413,90000000.0,4.34,2022,no,animated feature film
tt9288046,The Sea Beast,115 min,Animation,Chris Williams,"Karl Urban, Zaris-Angel Hator, Jared Harris","English, Persian",United States,7.0,74,"62,092",0,70000000.0,-1.0,2022,no,animated feature film
tt8097030,Turning Red,100 min,Animation,Domee Shi,"Rosalie Chiang, Sandra Oh, Ava Morse","English, Cantonese, Korean",United States,6.9,83,"163,400",21813358,175000000.0,-0.88,2022,no,animated feature film
tt1016150,All Quiet on the Western Front,148 min,Drama,Edward Berger,"Felix Kammerer, Albrecht Schuch, Aaron Hilmer","German, French",Germany,7.8,76,"272,532",0,0.0,,2022,yes,international feature film
tt1016150,All Quiet on the Western Front,148 min,Drama,Edward Berger,"Felix Kammerer, Albrecht Schuch, Aaron Hilmer","German, French",Germany,7.8,76,"272,532",0,0.0,,2022,no,best picture
tt15301048,"Argentina, 1985",140 min,Biography,Santiago Mitre,"Ricardo Darín, Gina Mastronicola, Francisco Bertín","Spanish, English",Argentina,7.6,78,"33,894",905893,10000000.0,-0.91,2022,no,international feature film
tt9660502,Close,104 min,Drama,Lukas Dhont,"Eden Dambrine, Gustav De Waele, Émilie Dequenne","French, Flemish, Dutch, English",Belgium,7.8,81,"40,916",5216044,3000000.0,0.74,2022,no,international feature film
tt19652910,EO,88 min,Drama,Jerzy Skolimowski,"Hola, Tako, Marietta","Polish, Italian, English, French, Spanish",Poland,6.7,85,"15,323",2585252,2000000.0,0.29,2022,no,international feature film
tt15109082,The Quiet Girl,95 min,Drama,Colm Bairéad,"Carrie Crowley, Andrew Bennett, Catherine Clinch","Irish Gaelic, English, Gaelic",Ireland,7.7,89,"25,030",6785404,1000000.0,5.79,2022,no,international feature film
tt1630029,Avatar: The Way of Water,192 min,Action,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver",English,United States,7.5,67,"533,485",2320250281,460000000.0,4.04,2022,no,best picture
tt11813216,The Banshees of Inisherin,114 min,Comedy,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Kerry Condon","English, Latin",Ireland,7.7,87,"277,451",50250625,20000000.0,1.51,2022,no,best picture
tt3704428,Elvis,159 min,Biography,Baz Luhrmann,"Tom Hanks, Austin Butler, Olivia DeJonge",English,United States,7.3,64,"247,008",288670284,85000000.0,2.4,2022,no,best picture
tt6710474,Everything Everywhere All at Once,139 min,Action,"Daniel Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis","English, Mandarin, Cantonese",United States,7.8,81,"570,853",143412671,25000000.0,4.74,2022,yes,best picture
tt14208870,The Fabelmans,151 min,Drama,Steven Spielberg,"Michelle Williams, Gabriel LaBelle, Paul Dano",English,United States,7.5,85,"127,065",45614213,40000000.0,0.14,2022,no,best picture
tt14444726,Tár,158 min,Drama,Todd Field,"Cate Blanchett, Noémie Merlant, Nina Hoss","English, German, Filipino, French",United States,7.4,93,"100,593",29177163,35000000.0,-0.17,2022,no,best picture
tt1745960,Top Gun: Maverick,130 min,Action,Joseph Kosinski,"Tom Cruise, Jennifer Connelly, Miles Teller",English,United States,8.2,78,"754,892",1495696292,170000000.0,7.8,2022,no,best picture
tt7322224,Triangle of Sadness,147 min,Comedy,Ruben Östlund,"Thobias Thorwid, Harris Dickinson, Charlbi Dean","English, Swedish, German, French, Greek, Tagalog, Akan",United Kingdom,7.3,63,"201,623",26195743,15600000.0,0.68,2022,no,best picture
tt13669038,Women Talking,104 min,Drama,Sarah Polley,"Rooney Mara, Claire Foy, Jessie Buckley",English,United States,6.9,77,"44,731",9276103,10000000.0,-0.07,2022,no,best picture
tt6587046,The Boy and the Heron,124 min,Animation,Hayao Miyazaki,"Soma Santoki, Masaki Suda, Kô Shibasaki",Japanese,Japan,7.4,91,"87,143",282422186,25000000.0,10.3,2023,yes,animated feature film
tt15789038,Elemental,101 min,Animation,Peter Sohn,"Leah Lewis, Mamoudou Athie, Ronnie Del Carmen",English,United States,7.0,58,"149,083",496444308,175000000.0,1.84,2023,no,animated feature film
tt19500164,Nimona,101 min,Animation,"Nick Bruno, Troy Quane","Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang",English,United States,7.5,75,"55,377",0,0.0,,2023,no,animated feature film
tt13429870,Robot Dreams,103 min,Animation,Pablo Berger,Ivan Labanda,Spanish,Spain,7.6,87,"17,944",4656497,50000000.0,-0.91,2023,no,animated feature film
